translation,transliteration,charater_count
"Today, if it had been some 10 shekels of silver, why, that would have been a boon for me.",u4-ma-am KÙ.BABBAR 10 GÍN šu-ma-me-en ma dum-qí-me-en,53
"Instead of speaking out you said to yourself: ""The man is staying in the City, let us deposit some of his own silver so he will not be angry.""",ki-ma qá-ba-im um-ma a-ta-ma a-we-lúm i-na A-lim{ki} wa-ša-áb i-na KÙ.BABBAR-pí-šu-ma lu ni-ta-dí-ma li-bu-šu lá i-la-mì-nam,124
Take the 2 textiles that you returned and deduct 2/3 mina of silver from your share and transfer it on top of the 7 textiles that I have deposited; then add 3 minas of silver to our father's account wherever we may meet.,2 TÚG.HI ša tù-ta-e-ra-ni le-qé-ma 2/3 ma-na KÙ.BABBAR i-na qá-tí-kà li-iṣ-hi-ir-ma a-ṣé-er 7 TÚG.HI ša a-na-ku a-dí-ú ṭí-ih-a-ma 3 ma-na KÙ.BABBAR a-ṣé-er qá-tim ša a-bi-ni ṣí-im-ma a-li ni-na-me-ru,199
"However, you begged me, so with Aššur-kāšid as witness I gave you a gift of 20 kutānu-textiles.",ù tù-sà-li-a-ma IGI A-šùr-ka-ší-id 20 TÚG ku-ta-ni a-qí-ša-kum,62
"Since our affairs are concluded, you must send me at least ten minas of silver both from the proceeds of the textiles and from the proceeds of the donkeys, the first silver you may obtain, I shall then buy two talents of tin and send that to you, so you can enjoy the profit.", iš-tù a-wa-tù-ni gám-ra-ni lu i-ší-im TÚG.HI-tí lu i-ší-im ANŠE.HI.A KÙ.BABBAR pá-ni-a-ma 10 ma-na šé-bi-lá-ma 2 GÚ AN.NA la-áš-a-ma lu-šé-bi-la-ku-ma né-ma-al-šu,163
<gap>Aššur-malik <gap>-Aššur.,<gap>A-šùr-ma-lik <gap>-A-šur,29
"The silver and grain is tied to the heads of those who are financially sound and trustworthy, and to the heads of their families.",KÙ.BABBAR i-na qá-qá-ad šál-mì-šu-nu ke-ni-šu-nu É-be-tí-šu-nu ra-ki-is,71
"Also, he furthermore owes me 25 minas of good copper, the price of a donkey. He is to pay within <gap> months from the day I wrote the tablet. If he has not paid in time, interest will accrue for him in accordance with the rules of the colony.",ù a-ha-ma 25 ma-na URUDU SIG5 ší-im ANŠE šu-ut-ma ha-bu-lam iš-tù u4-mì-im ša ṭup-pá-am al-pu-tù-ni a-na <gap> ITI.KAM i-ša-qál šu-ma lá iš-qú-ul a-na ṣí-ib-tim ki-ma,166
"Witnessed by Aššur-imittī son of Dudiki, by <gap>son of Ennānum, by Ku<gap>son of Ištar<gap>",il5-qé IGI A-šùr-i-mì-tí DUMU Du-dí-ki IGI <gap>DUMU En-na-nim IGI Ku<gap>DUMU Ištar-<gap>-<gap>,96
The plenary assembly of the Kanesh colony gave us for these proceedings and we gave the tablet before Aššur's dagger.,tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um Kà-ni-iš ṣa-he-er GAL i-dí-ni-a-tí-ma IGI GÍR ša A-šur ṭup-pá-am,110
"I spoke to you before you set out, and I said: ""Sell the cauldron as you can for good quality wool and please me!""",a-dí-na-ku-um i-na ba-áb ha-ra-ni-a a-ta-wa-ku-um um-ma a-na-ku-ma ṣí-ra-am ki-ma ta-le-ú-ni a-na ša-áp-tim SIG5-tim dí-in-ma gi-im-lá-ni,137
2 fine kutānu-textiles sold for 5/6 mina of silver.,2 TÚG ku-ta-ni SIG5 a-na 5/6 ma-na KÙ.BABBAR,44
"Moreover, I will send my servant to you upon Akutum's return.",a-šé-ri-šu ni-dí ú i-na tù-ar A-ku-tim šu-ha-ri a-ša-pá-ra-kum,62
I have personally been delayed and been unable to take any decision about the merchant's goods.,a-na-ku sà-ah-ra-ku-ma a-na lu-qú-tim ša DAM.GÀR mì-li-ik-ša ma-lá-kam lá a-al-té-e ba-a-nim,92
"Come on, it is to me you write!",i-a-tí ta-ša-pá-ra-am,21
"Urgent, guard the goods of the merchant; and with regard to your message where you said: ""There are some old textiles"" – urgent, the very day you hear my letter you and Ili-ašranni should air all of the textiles in the storeroom of a friend, and leave them for 3 or 5 days before you turn them over.",a-pu-tum ri-iš lu-qú-tim ša DAM.GÀR ša-ṣí-ir ú a-ma-lá tí-ir-tí-kà um-ma a-ta-ma ṣú-ba-tù an-hu-tum i-ba-ší-ú a-pu-tum i-na {d}UTU-ši ša ṭup-pí ta-ša-me-ú i-na hu-ur-ší-im ša ib-ri-im a-ta ù Ì-lí-áš-ra-ni TÚG.HI.A kà-lá-šu-nu-ma na-pí-ša-ma 3 u4-me-e ú 5 u4-me-e li-ib-ší-ú-ma,276
To Ali-ahum son of Šalim-Aššur and Zukuwa; seal of Puzur-Aššur son of Aššur-dan.,a-na A-lá-hi-im DUMU Šál-ma-A-šur ù Zu-ku-a KIŠIB Puzur4-A-šur DUMU A-šur-dan,77
"Urgent, pay attention, stand by the attorney, <gap>'s representative, and <gap>the silver that <gap>",i-tí-zi-iz a-pu-tum i-hi-id i-ša-ha-at ra-bi4-ṣí-im ša ki-ma e-dí-<gap>-a-ša i-zi-za-ma KÙ.BABBAR ša li-<gap>-<gap>-nu <gap>dí-na-šu-nu-ma <gap>a-bi4-ni e <gap>ma-lá a-ta ú <gap>,178
"Before Pilakh-Ishtar, before Ennum-Aššur, before Ikuppiyah.",IGI Pì-lá-ah-Ištar IGI En-um-A-šùr IGI I-ku-pì-a,48
"Come! Pay your share of silver and its interest, and I will give you the merchandise that I withheld.",ba-a-am KÙ.BABBAR ú ṣí-ba-sú qá-at-kà šu-qú-ul-ma lu-qú-ut-kà ša aṣ-bu-tù lá-dí-na-kum a-hi a-ta,96
"In the presence of Ennānum, of Lā-qēpum. For 11 kutānu-textiles Aššur-lamassī will confirm to Elamma the liability of Āmur-Ištar and Ali-ahum within 5 months. If he does not confirm their liability Aššur-lamassī will pay to Elamma 25 shekels of silver apiece.",ú-ṣa-áb IGI E-na-a-nim IGI La-qé-pì-im a-na 11 TÚG ku-ta-ni A-mur-Ištar ù A-la-hi-im a-na E-la-ma A-šùr-la-ma-sí a-na ITU.5.KAM ú-kà-an šu-ma lá uk-ta-in-šu-nu 1/3 ma-na 5 GÍN.TA KÙ.BABBAR ṣa-ru-pá-am a-na E-lá-ma A-šùr-la-ma-sí,228
"The seal of Irišum, son of Ah-Šamaš, the seal of Agua, son of Puzur-Aššur, the seal of Uṣur-ša-Aššur, son of Butâ.",KIŠIB I-ri-ší-im DUMU A-ah-{d}UTU KIŠIB A-gu5-a DUMU Puzur4-A-šur KIŠIB Ú-ṣur-ša-A-šur DUMU Bu-ta-a-a,101
"Adadaya, Pilahaya, Ikūn-pīya and Damiq-pī-Aššur say: Tell Luzina and Šarrum-Su'en!",um-ma A-da-da-a Pí-lá-ah-a-a I-ku-pì-a ù SIG5-pí-i-A-šùr-ma a-na Lu-zi-na ù LUGAL-Sú-en6 qí-bi-ma 27 ma-na,106
"My dear brothers, send me word with my servant whether it is one or the other, so I can make up my mind.",a-hu-a a-tù-nu a-na pá-ni-a tí-ir-ta-ku-nu iš-tí ṣú-ha-ri-a a-ni-tum lá a-ni-tum li-li-kam-ma ṭé-mì-i,101
"As to the fact that you have lent goods on commission, was it to please me that you took the trouble to lend goods on commission? It was my tin and my textiles that you lent to others, while you yourself received things somewhere else. Thus you have honoured me in the colony!",qí-bi-ma a-na ša qí-ip-tám ta-aq-tí-pu i-a-tí a-na ma-ga-ri-im ta-ta-na-ah-ma ta-aq-tí-ap i-a-am AN.NA-ki ù TÚG.HI-tí-a ša-ni-ú-tim ta-aq-tí-ni-ap-ma a-ta a-šar ša-nim tal-té-qé i-na kà-ri-im tu-uk-ta-bi-da-ni,209
"Buzutaya says: Tell Karwaya, Pūšu-kēn, and Aššur-emūqī! Tell Karwaya!",um-ma Bu-zu-ta-a-ma a-na Kàr-wa-a Pu-šu-ke-en6 ú A-šur-e-mu-qí qí-bi-ma a-Kàr-wa-a qí-bi-ma,91
"Of the 10 fine kutānus that are owned jointly by us, of that Ennam-Aššur has received 4 textiles; 2 textiles stand as joint property of Ennānum and Ennam-Aššur.",i-na 10 ku-ta-ni SIG5 ša ba-ri-ni ŠÀ.BA 4 TÚG En-um-A-šur il5-qé 2 TÚG.HI.A a-na ba-ri En-na-nim ù En-um-A-šur,110
Uzuwa son of Silli-libbiya and Kutaya son of Šu-Suen were our absent partners.,ší-bu-tí-ni ni-dí-in Ú-zu-a DUMU Ší-li-bi4-a ú Ku-ta-a DUMU Šu-Sú-in tap-pá-ú-ni,80
<gap>This allocation document will be invalid.,<gap> šur <gap> ta-ah-sí-is-tum a-ni-tum i-mu-a-at,50
"Regarding the naruqqum of Āmur-Ištar, son of Idī-Su'en.",ša na-ru-uq A-mur-Ištar DUMU I-dí-Sú-en6,40
You have not received from us any authority over the servant.,ṣú-ha-ra-am iš-tí-ni lá ta-bé-el,32
Regarding Šurama's debt.,ša hu-bu-ul Šu-ra-ma,20
The donkeys should be with short teeth and tall of height. I entrusted the silver and gold to Kulu-maya son of Ataya. Witnesses were Imdi-ilum and Puzur-Aššur son of Išār-kitt-Aššur. He was paid the import duty.,ANŠE.HI.A ṣí-na-am lu ṣa-hu-ru lá-nam-ma e-li-ú KÙ.BABBAR ù KÙ.GI a-na Ku-lu-ma-a DUMU A-ta-a-a ap-qí-id IGI Im-dí-DINGIR IGI Puzur4-A-šur DUMU I-šar-ki-da-A-šur ša-du-a-sú ša-bu,178
"Kūṣīya seized us against Dān-Aššur, and then Kūṣīya spoke to Dān-Aššur as follows: ""My brother, the three minas of silver that you were supposed to give to the son of Errā'a as a result of our negotiation, which was then supposed to go to the city—the son of Errā'a was supposed to consume the profit of this silver, and you were supposed to take the portion designated for you—give me this silver.",Ku-ṣí-a a-na Dan-A-šur iṣ-ba-at-ni-a-tí-ma um-ma Ku-ṣí-a-ma a-na Dan-A-šur-ma a-hi a-ta Dan-A-šur-ma a-hi a-ta 3 ma-na KÙ.BABBAR ša i-na a-wa-tí-ni a-na DUMU Er-ra-a ta-du-nu-ma a-na a-lim{ki} i-lu-ku-ma né-ma-al KÙ.BABBAR DUMU Er-ra-a e-ku-lu-ma a-ta ší-ma-at-kà ta-lá-qé-ú KÙ.BABBAR dí-na-am-ma a-na,301
"But now he gave the tin to Karwīya, and of the 4 minas of silver that I was to pay, half a minas of silver was to go to Aššur-malik, the son of Qayātum.",i-ša-qal ù AN.NA a-na Kàr-wi-a i-dí-ma i-na 4 ma-na KÙ.BABBAR ša a-ša-qú-lu 1/2 ma-na KÙ.BABBAR A-šur-ma-lik DUMU Qá-a-tim i-lá-qé-ma,133
he also received 5 shekels of silver;,5 GÍN KÙ.BABBAR šu-ut-ma il5-qé,31
"One cloth is 8 shekels for the son of Amua, and two cloths are 16 shekels of silver with Aššurbani. These cloths are available for packing.",il5-qé-ú 1 TUG a-na 8 GÍN a-na DUMU A-mu-a ša 2 TÚG 16 GÍN KÙ.BABBAR iš-tí A-šur-ba-ni ša li-wi-tim i-ba-ší-ú,109
"We delivered 21 kutānum cloths and 5 kusītum cloths to Aššur-ennam according to the writing of Ennanat-Aššur, son of Titinatal.",21 TUG ku-ta-ni ŠÀ.BA 5 ku-sí-a-tim a-ma-lá na-áš-pár-tim ša E-na-na-at-A-šur DUMU Tí-tí-na-tal a-na A-šur-e-nam DUMU A-šur-ba-ni ni-ip-qí-id,141
"Tin according to tin <gap>shall my <gap>give, and, however much silver he held, hold you too!",<gap>AN.NA ki-ma AN.NA <gap>-ni li-dí-na-ma ma-lá KÙ.BABBAR ú-kà-i-lu-ú ú a-ta kà-i-il5 a-hi a-ta,97
"Why have you held back the garment my sister had sent me to wear? Send me also the <gap>garments that you held back,. then leave and come here <gap>"".",mì-šum TÚG ša a-ha-tí a-na li-ta-áb-ší-a tù-šé-bi4-lá-ni ta-ak-lá ù TÚG lu-bé-ri ša ta-ak-lu-ú šé-bi4-lam <gap> a-ta-al-kam-ma <gap>KU <gap>,140
"I send my letters to you with every one who goes there, but you have not returned a letter or a single word from your mouths to me for two months.",qí-bi-ma a-na-ku i-na a-li-ik a-li-ki-ma ṭup-pé-e ù-šé-ba-lá-ku-nu-tí a-tù-nu iš-tù 2 ITU.KAM ṭup-pá-am ù a-wa-tám-ma i-na pí-ku-nu-ma lá tù-ta-ra-nim,150
"If they do not pay it, they will add two shekels of interest per month.",šu-ma la iš-qú-lu 2 GÍN.TA ṣí-ib-tám i-na ITU.KAM ú-ṣú-bu,57
"If he does not pay within this period, he will add interest according to the ruling of kārum.",i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb ITI.1.KAM,77
Ali-ahum says: Tell Šarrum-Su'en and Aṣšur-imittī!,um-ma A-lá-hu-um-ma a-na LUGAL-Sú-en6 ù A-šùr-i-mì-tí qí-bi-ma,62
"Month 10, eponymy of Ennam-Suen, son of Šu-Ištar.",ITU.KAM té-i-na-tim li-mu-um En-na-Sú-en6 DUMU Šu-A-šùr,55
They will effectuate the clearance of their plot for them within three years.,a-na 3 ša-na-tim qá-qí-ri-šu-nu ú-bu-bu-šu-nu-tí,48
"If they fail to do so, they will acquire 3 minas of the silver of Kurub-Ištar and so satisfy themselves with the value of their plot and will not vindicate their plot.",šu-ma lá ú-bi-bu-ú 3 ma-na KÙ.BABBAR i-na ša Kur-ub-Ištar i-lá-qé-ú-ma ší-im qá-qí-ri-šu-nu uš-ta-bu-ú-ma a-na qá-qí-ri-šu-nu ù-lá i-tù-ru,138
On 3 minas of the silver of Kurub-Ištar a claim of Pilah-Ištar and Šu-Bēlum now rests.,i-na 3 ma-na KÙ.BABBAR ša Kur-ub-Ištar qá-tí Pì-lá-ah-Ištar ù Šu-Be-lim ša-ak-na-at,83
If the clearance has been effectuated they will be cleared together with their brothers.,šu-ma té-bi-ib-tum i-tab-ší qá-dí a-hi-šu-nu-ma e-bi-bu,55
" 9 minas of refined copper due from Urdum, who serves kārum Durhumit. 1 mina of šikku-copper due from Aššur-idī, son of Ištar-bāni.",9 ma-na URUDU SIG5 i-li-bi Ur-dim ša i-re-eš kà-ri-im Dur4-hu-mì-iš i-za-zu 1 ma-na URUDU ší-kam i-li-bi4 A-šur-i-dí DUMU Ištar-ba-ni,133
To the Kaneš Colony from the Wahšušana Colony.,a-na kà-ri-im Kà-ni-iš qí-bi-ma um-ma kà-ru-um Wa-ah-šu-ša-na-ma,64
"In regard to the šaddu utum-tax of those that came in here via the Narrow Track that you wrote to us about, Puzur-Aššur son of Uku deposited 2 minas 10 shekels of silver for himself, as well as his brother and a colleague.",a-šu-mì ša-du-a-tim ša ha-ra-an sú-qí-nim e-ru-bu-ni-ni ša ta-áš-pu-ra-ni-ni 2 ma-na 10 GÍN KÙ.BABBAR Puzur4-A-šùr DUMU Ú-ku lu šu-a-am lu ša a-hi-im eb-ri-im i-dí,
Iddin-Kubum son of Aššur-tab deposited 1 mina 54 shekels.,1 ma-na 54 GÍN KÙ.BABBAR l-dí-Ku-bu-um DUMU A-šùr-DÙG i-dí,
Kukulanum son of Kutaya deposited 1 mina 15 shekels.,1 ma-na 15 GÍN KÙ.BABBAR Ku-ku-lá-num DUMU Ku-ta-a i-dí,
In total Ah-šalim is bringing you 5 1/3 minas under our seal.,ŠU.NÍGIN 5 1/3 ma-na KŪ.BABBAR ku-nu-ki-ni Ah-ša-lim na-áš-a-ku-nu-tí,
"If the road to Wahšušana is not open, have my goods brought here to Hanaknak or to Kuburnat where the road is open.",šu-ma a-na Wa-ah-šu-ša-na ha-ra-num lá pá-tí-a-at lu a-Ha-na-ak-na-ak lu a-Ku-bu-ur-na-at a-šar ha-ra-nu-um pá-tí-a-at-ni lu-qú-tí šé-bi-lam,140
Hanunu and Šu-Ištar said: Tell Ištar-bāni!,um-ma Ha-nu-nu ù Šu-Ištarma a-na Ištar-ba-ni qí-bi4-ma lá-ma Šu-Ištar,69
"He shall pay him in full, and his tablet shall be deemed invalid.",i-sà-na-he-er ú-ša-ba-šu-ma ṭup-pu-šu i-du-wa-ak,48
"If he does not pay he will add interest in accordance with the regulation of the colony. Month 4, eponymy of Ṭāb-Aššur",i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-hu-ur-ì-lí li-mu-um DÙG-A-šur,108
"The 13 naruq grains, according to the scale of the country, are owed to Kikaršan and Šuppiahšu in Kaluwa, Halkiašu, Aluwa, Kawâs, Hurahšu and Taliumma, as witnesses.",13 na-ru-uq še-a-am kà-ar-pá-at ma-tí i-šé-er Kà-lu-wa Ha-al-ki-a-šu A-lu-wa Kà-wa-a-áš IGI Hu-ra-ah-šu ù Ta-li-ú-ma Ki-kà-ar-ša-an ú Šu-pì-ah-šu-ú i-šu še-a-am,160
"Your vow of 15 shekels of silver is brought to you by Adad-bāni, son of Pala.",lá-qá-im 15 GÍN KÙ.BABBAR ni-qí-kà {d}IM-ba-ni DUMU Pá-lá na-áš-a-kum,69
"For each mina of silver, he will weigh out 1 mina interest to the merchant.",1/3 ma-na 1 GÍN KÙ.BABBAR 1 ma-na-um 1 ma-na a-na DAM.GAR i-ša-qal,66
I paid 3 shekels of silver for 2 wagons <gap> .,3 GÍN KÙ.BABBAR a-na 2 e-ri-qá-tim a-tí-ib-nim áš-qúl,53
A ablet about 12 1/2 minas of copper of Ennum-Aššur son of Šiktihašuti.,ṭup-pu-um ša 12 1/2 ma-na URUDU ša En-um-A-šur DUMU Ší-ik-tí-ha-šu-tí,69
They shall pay within one month.,i-šu-ú a-na ITI.KAM i-ša-qú-lu šu-ma,36
"My dear brother, pay attention to the missives from the City that Ennānum brought to you, and give it an answer to the very first express transport so they may bring it.",ub-lá-ku-um a-hi a-ta na-áš-pè-ra-tim ša A-lim{ki} ša En-na-num ub-lá-ku-ni i-hi-id-ma a-ba-tí-qí-im pá-ni-im-ma dí-in-ma lu-ub-lu,130
<gap>the investor <gap>has answered me <gap>an affiliated trader <gap>and the tablet <gap>,<gap>um-me-a-nu-um <gap> e-ta-áp-lá-ni <gap>DUMU um-me-a-ni-im <gap>-áp-šu šu-ul-lá-ma ù ṭup-pá-am <gap><gap>ma šu <gap>,120
"If you do not wish that, have me transferred here, so that I can come to swear. You have taken the initiative, so let us discuss over there.",dí-in šu-ma la ta-da-an ša-sí-hi-ma lu-ma lá-li-kam ma-aṣ-a-tí-ma a-ma-kam lu ni-ta-wu,86
"When you had me bring the silver with my brother' seals, who was then līmūm?",i-nu-mì KÙ.BABBAR ku-nu-ki ša a-hi-a tù-šé-bi4-lá-ni ma-num li-mu-um,68
"I answered: 'Aššur-lamassī and Šu-Išhara were līmū, and it was in their presence that I entrusted you the silver'.",um-ma a-na-ku-ma A-šùr-lá-ma-sí ú Šu-Iš-ha-ra li-mu-ú ù ma-ah-ri-šu-nu-ma KÙ.BABBAR áp-qí-da-kum,96
"I seized Uṣur-ša-Ištar, son of Dadaya, in Nehriya and merchandise of his worth 1 mina had become 4 minas of silver for him and so our affair was cleared up. I booked 1 mina of silver as due by him.",Ú-ṣur-ša-Ištar DUMU Da-da-a i-na Né-eh-ri-a aṣ-ba-at-ma 1 ma-na ší-a-ma-tí-šu a-na 4 ma-na KÙ.BABBAR i-tù-ur-šu-ma a-wa-at-ni i-na-me-er 1 ma-na KÙ.BABBAR iš-tí-šu al-pu-ut,172
"Peruwa is owed 4 sacks of barley and 2 cups of wheat from Harša, Ušmeta, Hašiuman, and Kurmami.",4 na-ru-uq še-a-am 2 DUG GIG i-ṣé-er Ha-ar-ša Uš-me-ta ú Ha-ší-ú-ma-an Ku-ur-ma-mì Pé-ru-wa i-šu,96
"Witnessed by Ṭāb-ahī son of Irbi-Adad, by Lā-qēp son of Puzur-šadue, by Ennam-Aššur son of Šalim-Aššur.",IGI DÙG-a-hi DUMU Ir-bi- {d}IM IGI Lá-qé-ep DUMU Puzur4-ša-du-e IGI En-um-A-šùr DUMU Ša-lim-A-šur,97
10 mina of silver is the loss you suffered.,ú-ta-e-ru KÙ.BABBAR 10 ma-na i-bi4-sà-e tù-ta-me-ri ki-ma,57
1 mina remains.,1 ma-na i-ba-ší,15
"The council of Kaniš decided as follows: When we sent Mannumm-kī-Adad, son of Kutaya, and Madaya, son of Dada, to the council, we asked them about Aššur-imittī, son of Šu-Ištar, and we said: ""Do you know any witness of Aššur-imittī?""",Ma-num-ki-{d}IM DUMU Ku-ta-a ú Ma-da-a DUMU Da-da i-nu-mì i-na kà-ri-im ni-iṭ-ru-du-šu-nu-ni a-šu-mì A-šùr-mì-tí DUMU Šu-Ištar <gap> ni-iš-a-al-šu-nu-ma um-ma né-nu-ma mì-ma ší-bu-tám ša A-šùr-i-mì-tí tí-de8-a,209
"From Aššur-idī To Aššur-nādā and Aššur-taklāku 4 1/3 minas 6 shekels of silver owed by Uršiši. Month Hubur, eponymy Puzur-Nirah. He adds interest at the rate 6 shekels per mina per month.",um-ma A-šùr-i-dí-ma a-na A-šùr-na-da ù A-šùr-ta-ak-la-ku qí-bi-ma 4 1/3 ma-na 6 GÍN KÙ.BABBAR KI Ur-ší-ší ITI.KAM Hu-bu-ur li-mu-um Puzur4- {d}MUŠ 6 GÍN.TA i-ITI.KAM a-na 1 ma-na-im ṣí-ib-tám,191
The 15 shekels of silver that Peruwa owed to Niwahšušar; the silver was paid to Niwahšušar.,15 GIN KÙ.BABBAR ša Pè-ru-wa a-na Ni-wa-ah-šu-šar i-hi-ib-lu-ni Ni-wa-ah-šu-šar KÙ.BABBAR ša-bu-a-at,100
"I entrusted 4 minas of refined silver, its transport tariff paid for, to Kasiya son of Amriya with Amur-Aššur son of Dada and Badatiya son of Ikūn-pī-<gap>as witnesses, and he brought it to the City to Kabaya son of Wa<gap>, Šu-Nūnu and Kapatiya, my brothers.",4 ma-na KÙ.BABBAR ṣa-ru-pá-am ša-du-a-sú ša-bu-ú a-na Kà-sí-a DUMU Am-ri-a IGI A-mur-A-šur DUMU Da-da IGI Ba-da-tí-a DUMU I-ku-pì-<gap>áp-qí-id-ma a-na A-lim{ki} a-šé-er Kà-ba-a DUMU Wa-<gap>Šu-Nu-nu ù Kà-pá-tí-a a-he-a ú-bi-il5,228
"Dan-Aššur says, tell Pilah-Ištar and Ali-ahum: Iliš-tikal and Hadayani took them from me here secretly and why did they bring them there? Seize them there and do to them<gap>the instruction<gap>until I come.",um-ma Dan-A-šur-ma a-na Pí-lá-ah-Ištar ù A-lá-hi-im qí-bi-ma Ì-lí-iš-tí-kál ù Ha-da-a-ni a-na-kam i-na pu-uz-ra-am i-na pá-ni-a e-hu-zu mì-nam a-mì-ša-am i-ta-al-ku-nim a-ma-kam ṣa-áb-ta-šu-nu-ma i-na ki-lu ni <gap>-<gap>-<gap>-šu-nu-tí a-dí a-lá-kà-ni <gap>na-áš-pì-ir-tám <gap>-lá-<gap> ub-lu-nim,298
"Also, I shall pay up the food of the slave-girls as a substitute for Daraš.",ú-ku-ul-tí a-ma-tí šu-a-tí i-na dí-na-ni Da-ra-áš,49
Šarrum-Suen gave 1 talent and 30 mina of tin from the merchant's tin to <gap>as its equivalent.,KÙ.BABBAR i-na AN.NA ša DAM.GÀR 1 GÚ 30 ma-na AN.NA i-ṣé-ri-<gap> me-eh-ra-sú LUGAL-Sú-en6 i-dí-in,98
"To Ili-emūqi, Šu-Tammuzi, Abiya, Elaya and Lamassī from Adida and Ali-ahum: After Šalim-Aššur died our father's customers to whom he owed silver there treated me and Ennam-Aššur badly, we were detained and our outstanding claims blocked, and you heard about it and went to the City assembly, and the City gave a verdict as follows:",a-na Ì-lí-e-mu-qí Šu-Ta-mu-zi A-bi4-a-a E-lá-a ù Lá-ma-sí qí-bi-ma um-ma A-dí-da ù A-lá-hu-um-ma iš-tù Ša-lim-A-šur me-tù-ú DAM.GÀR-ru-ú ša a-bi4-ni ša a-ma-kam KÙ.BABBAR ša ha-bu-lu-ni i-a-tí ù En-um-A-šur lá-am-ni-iš e-pu-šu-ni-a-tí-ma sí-ku-ni ù ba-a-ba-tù-ni ṣa-bu-ta-ma a-tù-nu ta-áš-me-a-ma a-na A-lim{ki} ta-li-kà-ma A-lu-um dí-nam i-dí-in-ma,349
"If Šalim-Aššur owed silver abroad, it must be proved with his tablet and witnesses and he the creditor may then receive his silver from the funds available.",šu-ma KÙ.BABBAR Ša-lim-A-šur i-na eq-lim ha-bu-ul i-na ṭup-pì-šu ù ší-bi4-šu i-ku-an-ma i-na sá-bi-tí-šu KÙ.BABBAR-áp-šu i-lá-qé,
"Kulumaya, Ataya, Mannuba, Šu-Ištar Ṭāb-ṣilli-Aššur, Balṭuwa, Alāku.",1 Ku-lu-ma-a 1 A-ta-a Ma-nu-ba 1 Šu-Ištar 1 DÙG-ṣí-lá-A-šur 1 Ba-al-ṭù-a 1 A-lá-ku,82
The seal of Buzutaya.,KIŠIB Bu-zu-ta-a,16
"To Aššur-nādā and Iddin-Suen from Ilī-ālum: Seize Abum-ilum, and with respect to the 4 kutānu-textiles owed by him let him deduct the 5% tax on the textiles and then with respect to the rest of the silver, in the same way they have established the amount for the import duty, he shall balance the silver with you, and then you shall give that to the maid.",a-na A-šùr-na-da ù I-dí-Sú-in qí-bi4-ma um-ma Ì-lí-a-lúm-ma A-bu-um-DINGIR ša-áb-ta-ma 4 TÚG ku-ta-nu ša li-bi4-šu me-at 5 TÚG lu-ṣa-hi-ir-ma ší-tí KÙ.BABBAR ki-ma ša ni-is-ha-tim iš-ku-nu-ni KÙ.BABBAR li-pu-lá-ku-nu-tí-ma a-na GEME-tím dí-na,242
